25,1.0,1.0,1.0,1.0,0.32
50,1.0,1.0,0.92,0.92,0.3
75,1.0,1.0,0.9733333333333334,0.9466666666666667,0.28
100,0.98,0.97,0.88,0.95,0.22
125,0.984,0.992,0.904,0.912,0.16
150,0.98,0.9866666666666667,0.9,0.9333333333333333,0.12
175,0.9257142857142857,0.9028571428571428,0.7942857142857143,0.8457142857142858,0.13142857142857142
200,0.93,0.925,0.765,0.775,0.095
225,0.96,0.9511111111111111,0.7733333333333333,0.8266666666666667,0.06222222222222222
250,0.916,0.908,0.672,0.772,0.06
275,0.9127272727272727,0.9018181818181819,0.6981818181818182,0.7890909090909091,0.03636363636363636
300,0.81,0.8,0.5833333333333334,0.6933333333333334,0.043333333333333335
400,0.7825,0.7525,0.415,0.6225,0.01
500,0.546,0.536,0.282,0.446,0.008
500,0.558,0.53,0.572,0.438,0.01
