10,7.238200123538263e-05,8.20360000943765e-05,0.00010317000123905018,0.00037050500031909905,0.0007921600008558016
15,6.352399941533804e-05,0.00016348799908882938,0.00023507799778599292,0.00034870800300268456,0.0006449210013670381
20,7.814999844413251e-05,0.0002603720022307243,0.00039430200195056386,0.0003458219980529975,0.000716613998520188
25,7.098000060068443e-05,0.00036497199835139327,0.0005403920004027896,0.00034182099989266135,0.0007762100030959118
30,7.938099952298217e-05,0.0005256129988993052,0.0007817660007276572,0.00034449199665687047,0.000903749001736287
35,7.734199971309863e-05,0.0007406100012303796,0.0010594609993859194,0.0003491319985187147,0.0008903400012059137
40,9.110300015890971e-05,0.0009538829981465824,0.0014417089987546206,0.0003377639986865688,0.000950918001763057
45,8.806600089883432e-05,0.0012187559987069108,0.0021807699995406438,0.00038608600152656436,0.0011172840022481978
50,0.00010115899931406602,0.0014995740020822268,0.00233365500025684,0.00035661199945025146,0.0011344359991198871
55,9.928500003297813e-05,0.0019100170029560104,0.0027158619996043853,0.00034823799796868116,0.0011158400011481717
60,0.00018708100105868652,0.004468412000278477,0.00642850000076578,0.00041696399784996174,0.0013096939983370248
